is_relevant,news
TRUE,"Armed Communist Party of India Maoist (CPI Maoist) cadres hacked a villager to death in Pallahara of Angul District on February 12 suspecting him to be a police informer , reports The New Indian Express. The villagers said a group of armed Maoists stormed into Pattamundai village and took away Samuel Bhadra after locking his family members in a room. They then hacked Bhadra to death and fled to nearby forest. The Maoists left behind eight posters which stated that Bhadra was eliminated as he was a police informer. They claimed that one of their leaders was killed by police on information provided by Bhadra. Angul Superintendent of Police Rajesh Pandit Uttam Rao confirmed that Bhadra was not a police informer."
TRUE,"A general councilor belonging to the Pakistan Tehreek i Insaf (PTI) was shot at and injured by assailants within the jurisdiction of the Karachi Company Police Station in Islamabad on December 8, reports Dawn. PTI claimed that some suspected terrorists were involved in mysterious activities along the wall of a government girls college in the area. When Mr Zeeshan of Union Council 35 in Sector G 9 1 challenged the suspects, they opened fire at him and fled on their motorbike."
TRUE,"The Communist Party of India Maoist (CPI Maoist) cadres killed a mining engineer, Ranjan Kumar, at Chama Village in Latehar District on April 27, reports ANI. Superintendent of Police of Latehar, Kuldeep Trivedi, said the deceased was engaged in a relationship with a girl who was also involved with Maoists, which forced them to kill Kumar."
TRUE,"At least three people were injured after suspected militants lobbed a grenade at a shop in Nagaon District on May 17 evening, reports The Assam Tribune. The blast took place two days ahead of the counting of votes in Assam. Police said that lesser known outfit Tiwa Liberation Army (TLA) has claimed responsibility for the blast. According to Police, the incident took place at Raha Chariali after two motorcycle borne men lobbed the explosive at a shop. Three people who were around the shop received injuries during the incident and they have been shifted to a local hospital immediately, Police said."
TRUE,"A volunteer of the Khawezai Peace Committee, identified as Samar Gul, was killed and nine others were wounded when militants attacked their check post with rockets and other heavy weapons in Khara Shah area of Khawezai tehsil in Mohmand Agency."
TRUE,The Chief operational commander of Jaish e Mohammed JeM Khalid Ahmad alias Khalid Bhai alias Shahid Showkat was killed in a gun battle in Ladoora village of Sopore area of Baramulla District on October 9 reports Daily Excelsior Acting on a specific input regarding the movement of JeM chief operational commander in Ladoora area of Sopore Police laid an ambush at Woveri Mohalla Ladoora Khalid fired upon the naka party which was retaliated ensuing an encounter He was injured but managed to escape from the spot and entered into a residential house The Security Forces SFs immediately cordoned off the house and in the meanwhile Central Reserve Police Force CRPF and Army also joined the operation During search the JeM commander fired again upon the search party The fire was retaliated and in the ensuing encounter he was killed Khalid Ahmad who is a Pakistani national was the mastermind behind the fidayeen suicide attacks in Jammu and Kashmir including recent attack on Border Security Force BSF near Srinagar Airport October 3 2017 and District Police Lines Pulwama August 26 2017 and on 46 Rashtriya Rifles RR Army Camp in 2016 at Khajabagh Baramulla October 2 2016 A Police spokesman said that Khalid alias Shahid Showkat was constantly exploring the opportunities to kill the security forces police personnel and to attack police security establishments in the State He was motivating youth and poor boys to join his outfit for execution of grenade attacks against monetary benefits on behalf of Pak based JeM commanders  The spokesman said that he was involved in a number of civilian killing cases and many fidayeen attacks in Kashmir valley The terrorist was involved in the recent attack on one SPO namely Altaf Ahmad Khan at Hajin Handwara in which the SPO along with his son and father got seriously injured he said
TRUE,"Three armed Anti Talks Faction of United Liberation Front of Asom (ULFA ATF) militants abducted and killed a village defence party naik , identified as Michael Purti, from no. 5 Bakupukhuri village in Sivasagar District on August 8, reports The Telegraph. ULFA ATF suspected the deceased to be a police informer."
TRUE,"A driver of a Max pick up van was shot twice from point blank range by unidentified assailants when he stopped the vehicle near a roadside dhaba at Panichokuwa area under Pulibor Police Station in Jorhat District on April 9, reports The Sentinel. The driver, identified as Abdul Ali, informed the investigating officer that he was driving back to Nazira from Baihata Chari Ali and had stopped near the dhaba when two unidentified assailants on a bike approached him and demanded money. Abduls refusal provoked the duo to fire."
TRUE,A senior member of the polio eradication campaign identified as Doctor Zakaullah Khan was shot dead in a targeted attack in provincial capital Peshawar on September 11 reports Dawn Jama at ul Ahrar JuA a breakaway faction of the Tehreek e Taliban Pakistan TTP claimed responsibility for the attack TTP JuA spokesman Ehsanullah Ehsan while claiming responsibility for the attack in a statement vowed to carry out more attacks
TRUE,A truck driver from Punjab was shot dead and his body burnt along with his truck in Khunti District on August 3 during Statewide bandh general shutdown strike called by the Communist Party of India Maoist CPI Maoist against the State Government s decision to amend age old land laws and crack down on Pathalgadi Adivasi areas in Jharkhand and neighbouring States in which villagers erect stone slabs on which they inscribe provisions of the constitution protests reports The Telegraph The driver Jago Singh was shot dead in the afternoon in broad daylight between 1pm and 1 30pm He was driving a truck with a consignment of pipes from Rourkela of Sundargarh District in Odisha to Durgapurin West Bardhaman District of West Bengal According to an unnamedPolice officer a group of 10 12 people in civil dress intercepted the truck on Khunti Arki road at Saiko in Khunti District around 50 kilometers from Ranchi and shot the driver using a long barrel gun They then set the truck on fire Sources said the bandh was near total in Khunti Roads were deserted and buses stayed off the road But schools remained open However State Police spokesperson R K Mallick said except for Khunti the bandh was peaceful at other places It was an inhumane act by Maoists A manhunt is on to nab the culprits he said
